Dealer ID,GCD Code,Assigned Sales Officer,Assigned Sales Manager,Dealership Name,Original Onboarding Date,Original Approved Credit Limit (in PHP),Original Approved Drawing Limit (in PHP),"Current Approved 
Credit Limit",Current Approved Drawing Power,Total Outstanding Amount,Total Available Credit Limit,Total Available Drawing Power,Lifetime TXN's,No. of open Loans,Netbank,Credit Line Status,Reason for CL Hold Status,Netbank - Approved Credit Limit,Netbank - Approved Drawing Power,Netbank - Outstanding Principal,Netbank - Available Credit Limit,Netbank - Available Drawing Power,Finsso,Credit Line Status,Reason for CL Hold Status,Finsso - Approved Credit Limit,Finsso - Approved Drawing Power,Finsso - Outstanding Principal,Finsso - Available Credit Limit,Finsso - Available Drawing Power,L3M Average Repayment Delay,% Utilization ,% Repayment,% Repayment Efficiency,80% LTV Qualified?,Qualified for Automatic CL Increase,"Date 
of Next 
CL Increase","Amount 
of Next 
CL/DP Increase","Remaining 
CL/DP
after Increase",Total Paid Renewal 1 in the last 90 days,Total Paid Renewal 2 in the last 90 days,Total Maturity Payments Made in the last 90 days,Total Payments made in the last 90 days,Total Repayments due in the last 90 days,First TXN,Last TXN,Pending Remittance w/ Netbank,Outstanding Netbank Booking,Credit Line Status,Reason for Hold / Blacklisting,Date of Blacklisting,Reassessement Date,December 2025 Blacklist,% Repayment (L3M),Effective Risk Pricing,Same Group,Onboarded Month,L6M Average Repayment Delay,Netbank Credit Line ID,Finsso Credit Line ID,Onboarding (Regular / Express),Total Number of CL Increase (Lifetime),Total Number of Automatic CL Increase (Lifetime),Credit Line Expiry Date,Credit Line Expiry Date,"(for Onboarded Masterlist)
Original Credit Line issuance Date","(for Onboarded Masterlist)
Original CLA Signed Date",Available CL w/ Netbank
IF0123,GCD2255,Elvira Ladea,Marah Luriely A. Villaruz,JMTS CARFINDERS TELEMARKETING SERVICES,45707.74444,2000000,1400000,6750000,6750000,5909000,841000,841000,1,17,Yes,Hold,Maturity DPD,4500000,4500000,5909000,-1409000,-1409000,Yes,Open,,6750000,6750000,0,6750000,6750000,17.375,0.04533333333,0,0,No,No,45944,,,0,0,0,0,10,45713,46226.625,0,5909000,Blacklisted,15 DPD,46202,,,0,0.0175,,Feb'25,80.3984375,IF0123-NB,IF0123-FFC,Regular Onboarding,3,3,46275,Soon Expiry,45707.56389,45707.74444,-1409000
IF0124,GCD2318,Ricmar Magboo,Albert Dalupang,AUTO EDGE CAR TRADING,45713.58056,870000,870000,1305000,1305000,3615000,-2310000,-2310000,1,10,Yes,Hold,Done Re-assessement,1305000,1305000,2310000,-1005000,-1005000,Yes,Hold,Maturity DPD,1305000,1305000,1305000,0,0,28.07958333,0.6988505747,0,0,No,No,46357,1957500,,0,0,0,0,11,45772,45772,0,2310000,Open,,,,,0,0.0175,,Feb'25,54.3141369,IF0124-NB,IF0124-FFC,Inventory Underwriting,,,46630,,45702.60556,45713.58056,-1005000
IF0125,GCD1899,Zhesa Resurrecion,Albert Dalupang,PREMIUM CAR EXCHANGE AND SERVICES INC,45721.44028,2200000,1500000,2200000,1500000,0,2200000,1500000,0,0,Yes,Hold,Expired Credit Line,2200000,1500000,0,2200000,1500000,No,,,0,0,0,0,0,0,0,0,0,No,No,,2200000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0125-NB,,Regular Onboarding,,,46073,Expired Credit Line,45709.75208,45721.44028,2200000
IF0126,GCD3083,Ricmar Magboo,Albert Dalupang,BILS USED CAR TRADING,45713.60139,1400000,1000000,1400000,1000000,0,1400000,1000000,1,1,Yes,Open,,1400000,1000000,0,1400000,1000000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1400000,,0,0,0,0,0,45805,45996,0,0,Open,Finsso: Pending CLA Signature | Netbank: Open,,,,0,0.0175,,Feb'25,0,IF0126-NB,IF0126-FFC,Inventory Underwriting,,,46611,,45709.75417,45713.60139,1400000
IF0127,GCD4146,Rexcell Juegos,Albert Dalupang,J'S AUTO TRADING,45712.77431,400000,400000,400000,400000,600920,-200920,-200920,1,3,Yes,Hold,Done Re-assessement,400000,400000,600920,-200920,-200920,Yes,Open,,400000,400000,0,400000,400000,0,0,0,0,No,No,,400000,,0,0,0,0,4,46048,46171,0,600920,Open,,,,,0,0.0175,,Feb'25,78.66666667,IF0127-NB,IF0127-FFC,Express Onboarding,,,46504,,45712.76806,45712.77431,-200920
IF0128,GCD2759,Marlon Llamas,Albert Dalupang,JELR CAR TRADING,45715.57361,1300000,1000000,1300000,1000000,0,1300000,1000000,0,0,Yes,Hold,Expired Credit Line,1300000,1000000,0,1300000,1000000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1300000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,Rodrigo Family,Feb'25,0,IF0128-NB,,Inventory Underwriting,,,46076,Expired Credit Line,45712.73889,45715.57361,1300000
IF0129,GCD4144,Zhesa Resurrecion,Albert Dalupang,GMK AUTOMOBILES CAR TRADING,45714.76528,800000,400000,1800000,1800000,0,1800000,1800000,1,0,Yes,Hold,Hold - Pending credit reassessment,1800000,1800000,0,1800000,1800000,No,,,0,0,0,0,0,0,0,0,0,No,No,45909,2700000,,0,0,0,0,0,45715,45826,634853.8,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.025,,Feb'25,0,IF0129-NB,,Inventory Underwriting,,,46181,Expired Credit Line,45714.71458,45714.76528,1193260
IF0130,GCD4125,Myrnalyn Bankingkito,Malou Alfonso,LLMS AUTO TRADING,45716.74167,400000,400000,400000,400000,1082000,-682000,-682000,1,3,Yes,Hold,Done Re-assessement,400000,400000,400000,0,0,Yes,Hold,Maturity DPD,400000,400000,682000,-282000,-282000,0,0,0,0,No,No,,400000,,0,0,0,0,2,45903,45903,0,400000,Open,,,,,0,0.0175,,Feb'25,67.33333333,IF0130-NB,IF0130-FFC,Express Onboarding,,,46608,,45716.47014,45716.74167,0
IF0131,GCD1941,Elvira Ladea,Marah Luriely A. Villaruz,JAKEY CAR TRADING,45716.7,3000000,2100000,4500000,4500000,0,4500000,4500000,1,0,Yes,Hold,Expired Credit Line,4500000,4500000,0,4500000,4500000,Yes,Open,,4500000,4500000,0,4500000,4500000,0,0,0,0,No,No,45909,6750000,,0,0,0,0,0,45755,45982,0,0,Open,Finsso: Open | Netbank: Expired CL,,,,0,0.0175,,Feb'25,0,IF0131-NB,IF0131-FFC,Inventory Underwriting,,,46309,Soon Expiry,45716.4625,45716.7,4500000
IF0132,GCD894,Ricmar Magboo,Albert Dalupang,RLD AUTOWORX & TOWING SERVICES,45726.55486,4400000,3100000,4400000,3100000,0,4400000,3100000,0,0,Yes,Hold,Expired Credit Line,4400000,3100000,0,4400000,3100000,No,,,0,0,0,0,0,0,0,0,0,No,No,,4400000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0132-NB,,Regular Onboarding,,,46087,Expired Credit Line,45723.64167,45726.55486,4400000
IF0133,GCD4181,Zhesa Resurrecion,Albert Dalupang,IYO CARZ AUTO TRADING,45727.41181,1300000,1000000,1300000,1000000,0,1300000,1000000,0,0,Yes,Hold,Expired Credit Line,1300000,1000000,0,1300000,1000000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1300000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,Zablan Family,Mar'25,0,IF0133-NB,,Inventory Underwriting,,,46090,Expired Credit Line,45726.88194,45727.41181,1300000
IF0134,GCD4093,Rose Batacan,Malou Alfonso,QUALICARZ BY JC CAR TRADING,45729.59931,700000,700000,700000,700000,700000,0,0,1,2,Yes,Hold,Maturity DPD,700000,700000,700000,0,0,No,,,0,0,0,0,0,0,0,0,0,No,No,,700000,,0,0,0,0,0,45736,46051,0,700000,Hold,Finsso: Pending CLA Signature | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0134-NB,IF0134-FFC,Inventory Underwriting,,,46093,Expired Credit Line,45729.59583,45729.59931,0
IF0135,GCD2173,Elvira Ladea,Marah Luriely A. Villaruz,K2P AUTO TRADING,45732.84514,1370000,1000000,4623750,4623750,4681250,-57500,-57500,1,6,Yes,Hold,Maturity DPD,3082500,3082500,3183250,-100750,-100750,Yes,Hold,Maturity DPD,4623750,4623750,1498000,3125750,3125750,0,0,0,0,No,No,45944,6935625,,0,0,0,0,2,45734,46093,0,3183250,Blacklisted,15 DPD,46174,,,0,0.0175,,Mar'25,120.1666667,IF0135-NB,IF0135-FFC,Inventory Underwriting,3,3,46275,Soon Expiry,45729.59861,45732.84514,-100750
IF0136,GCD2386,Rexcell Juegos,Albert Dalupang,SOUTHSIDE CAR TRADING,45729.65486,1000000,1000000,1000000,1000000,2903000,-1903000,-1903000,1,6,Yes,Hold,Maturity DPD,1000000,1000000,2903000,-1903000,-1903000,Yes,Open,,1000000,1000000,0,1000000,1000000,31.66666667,0,0,0,No,No,,1000000,,0,0,0,0,5,45733,45733,0,2903000,Open,,,,,0,0.0175,,Mar'25,41.16666667,IF0136-NB,IF0136-FFC,Regular Onboarding,,,46527,,45729.62153,45729.65486,-1903000
IF0137,GCD4149,Marlon Llamas,Albert Dalupang,SHERWIN CAR TRADING (Formerly :SHERWIN & CORA MOTORCYCLE BUY & SELL),45729.71875,400000,400000,400000,400000,0,400000,400000,1,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,45734,45734,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0137-NB,,Express Onboarding,,,46093,Expired Credit Line,45729.60278,45729.71875,400000
IF0138,GCD4219,Marlon Llamas,Albert Dalupang,GUNNR AUTO'S AND CAR ACCESSORIES SHOP,45734.60833,400000,400000,600000,600000,0,600000,600000,1,0,Yes,Hold,Expired Credit Line,600000,600000,0,600000,600000,No,,,0,0,0,0,0,0,0,0,0,No,No,45959,900000,,0,0,0,0,0,45805,45895,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,Gunnr-Autoventure Family,Mar'25,0,IF0138-NB,,Express Onboarding,,,46231,Expired Credit Line,45734.45347,45734.60833,600000
IF0139,GCD3881,Rhoyland Alagon,Marah Luriely A. Villaruz,GETCARSPINAS CAR TRADING,45735.68681,1000000,1000000,1000000,1000000,0,1000000,1000000,0,0,Yes,Hold,Expired Credit Line,1000000,1000000,0,1000000,1000000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1000000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0139-NB,,Regular Onboarding,,,46098,Expired Credit Line,45734.45694,45735.68681,1000000
IF0140,GCD2320,Ricmar Magboo,Albert Dalupang,JPI CAR DISPLAY CENTER,45742.5875,400000,400000,400000,400000,0,400000,400000,0,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Mar'25,0,IF0140-NB,,Express Onboarding,,,46100,Expired Credit Line,45742.58472,45742.5875,400000
IF0141,GCD4221,Elvira Ladea,Marah Luriely A. Villaruz,JASPERS AUTO TRADING,45736.60139,1800000,1300000,6075000,6075000,2716200,3358800,3358800,1,6,Yes,Hold,Maturity DPD,6075000,6075000,2716200,3358800,3358800,Yes,Open,,6075000,6075000,0,6075000,6075000,19.37152778,0.06913580247,0,0,No,No,46316,9112500,,0,0,0,0,4,45736,46224.62847,0,2716200,Open,,,,,0,0.0175,,Mar'25,83.0530754,IF0141-NB,IF0141-FFC,Regular Onboarding,3,3,46588,,45736.59792,45736.60139,3358800
IF0142,GCD1968,Elvira Ladea,Marah Luriely A. Villaruz,MARK LOU VEHICLE TRADING,,500000,500000,0,0,0,0,0,0,0,No,,,0,0,0,0,0,No,,,0,0,0,0,0,0,0,,0,No,No,45828,750000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Pending CLA Signature,,,,,0.0175,,,0,IF0142-NB,,Regular Onboarding,,,,,45736,,0
IF0143,GCD2124,Myrnalyn Bankingkito,Malou Alfonso,RCB CONSULTANCY SERVICES AND VEHICLE TRADING,45741.45833,1850000,1850000,9365625,9365625,12113000,-2747375,-2747375,1,23,Yes,Hold,Maturity DPD,9365625,9365625,11253000,-1887375,-1887375,Yes,Hold,Maturity DPD,9365625,9365625,860000,8505625,8505625,0,0,0,0,No,No,46079,,,0,0,0,0,12,45742,46125,0,11253000,Blacklisted,15 DPD,46135,,,0,0.0175,,Mar'25,107.2,IF0143-NB,IF0143-FFC,Inventory Underwriting,3,4,46351,Soon Expiry,45737.30833,45741.45833,-1887375
IF0144,GCD4317,Myrnalyn Bankingkito,Malou Alfonso,APRECIO'S AUTO TRADING,45748.57708,2300000,1610000,2300000,1610000,0,2300000,1610000,0,0,Yes,Hold,Expired Credit Line,2300000,1610000,0,2300000,1610000,No,,,0,0,0,0,0,0,0,0,0,No,No,,2300000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Apr'25,0,IF0144-NB,,Regular Onboarding,,,46107,Expired Credit Line,45743.69861,45748.57708,2300000
IF0145,GCD3876,Rhoyland Alagon,Marah Luriely A. Villaruz,KC AUTO TRADING,45749.45278,400000,400000,400000,400000,0,400000,400000,0,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Apr'25,0,IF0145-NB,,Express Onboarding,,,46111,Expired Credit Line,45747.68889,45749.45278,400000
IF0146,GCD2813,Rhoyland Alagon,Marah Luriely A. Villaruz,AGOSDELAISLACARS AUTO TRADING,45751.73958,680000,680000,1020000,1020000,0,1020000,1020000,1,0,Yes,Hold,Pending CLA Signature,680000,680000,0,680000,680000,Yes,Open,,1020000,1020000,0,1020000,1020000,0,0,0,0,No,No,46231,1530000,,0,0,0,0,0,45755,45958,0,0,Open,Finsso: Open | Netbank: Pending CLA Signature,,,,0,0.0175,,Apr'25,0,IF0146-NB,IF0146-FFC,Inventory Underwriting,,,46504,,45751.6375,45751.73958,680000
IF0147,GCD3456,Ricmar Magboo,Albert Dalupang,RK AUTO TRADING,45771.51597,1100000,770000,1100000,770000,0,1100000,770000,0,0,Yes,Hold,Expired Credit Line,1100000,770000,0,1100000,770000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1100000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,Apr'25,0,IF0147-NB,,Inventory Underwriting,,,46118,Expired Credit Line,45754.91181,45771.51597,1100000
IF0148,GCD2317,Ricmar Magboo,Albert Dalupang,NEXUS EIGHT AUTO DETAILING AND DISPLAY CENTER,45951.65556,3000000,2100000,3000000,2100000,0,3000000,2100000,0,0,No,,,0,0,0,0,0,Yes,Open,,3000000,2100000,0,3000000,2100000,0,0,0,0,No,No,,3000000,,0,0,0,0,0,,,0,0,Open,Finsso: Open | Netbank: Pending CLA Signature,,,,0,0.0175,,Oct'25,0,IF0148-NB,IF0148-FFC,Inventory Underwriting,,,46315,Soon Expiry,45757,45951.65556,0
IF0149,GCD4348,Myrnalyn Bankingkito,Malou Alfonso,COYTSE CAR TRADING,45806.48611,400000,400000,400000,400000,0,400000,400000,0,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,,,0,0,Blacklisted,Manual,45771,,,0,0.0175,,May'25,0,IF0149-NB,,Express Onboarding,,,46121,Expired Credit Line,45758.25486,45806.48611,400000
IF0150,GCD4329,Zhesa Resurrecion,Albert Dalupang,RICHARD ZABLAN CAR TRADING,45786.54722,1700000,1190000,1700000,1190000,0,1700000,1190000,0,0,Yes,Hold,Expired Credit Line,1700000,1190000,0,1700000,1190000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1700000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,Zablan Family,May'25,0,IF0150-NB,,Inventory Underwriting,,,46126,Expired Credit Line,45763.67847,45786.54722,1700000
IF0151,GCD4297,Rose Batacan,Malou Alfonso,NXGEN CAR TRADING,45768.45833,1000000,1000000,7000000,7000000,10260209.4,-3260209.4,-3260209.4,1,20,Yes,Hold,Maturity DPD,3000000,3000000,5160611,-2160611,-2160611,Yes,Hold,Maturity DPD,7000000,7000000,5099598.4,1900401.6,1900401.6,0,0,0,0,No,No,45955,,,0,0,0,0,8,45769,46126,0,5160611,Blacklisted,15 DPD,46139,,,0,0.0175,Fabia Family,Apr'25,104.5,IF0151-NB,IF0151-FFC,Inventory Underwriting,1,1,46317,Soon Expiry,45763.68125,45768.45833,-2160611
IF0152,GCD4354,Myrnalyn Bankingkito,Malou Alfonso,SJL CAR TRADING,45779,400000,400000,400000,400000,0,400000,400000,0,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0152-NB,,Express Onboarding,,,46141,Expired Credit Line,45779.47778,45779,400000
IF0153,GCD4268,Marlon Llamas,Albert Dalupang,AUTOVENTURES CAR DISPLAY CENTER,45777.75,1000000,1000000,1500000,1500000,470000,1030000,1030000,1,1,Yes,Hold,Multiple DPD / HIstory of Repossession,1500000,1500000,0,1500000,1500000,Yes,Hold,Multiple DPD / HIstory of Repossession,1500000,1500000,470000,1030000,1030000,0,0,0,0,No,No,45938,2250000,,0,0,0,0,0,45777,45954,0,0,Blacklisted,Locked by Timestamp,46190.65122,,,0,0.02,,Apr'25,0,IF0153-NB,IF0153-FFC,Regular Onboarding,1,1,46281,Soon Expiry,45777.73958,45777.75,1500000
IF0154,GCD1847,Rhoyland Alagon,Marah Luriely A. Villaruz,MS DEAL AND AUTO DETAILING SERVICES,45797.41319,620000,620000,1395000,1395000,3112500,-1717500,-1717500,1,7,Yes,Hold,Maturity DPD,1395000,1395000,3112500,-1717500,-1717500,Yes,Open,,1395000,1395000,0,1395000,1395000,32,0.2007168459,0,0,No,No,46351,2092500,,0,0,0,0,7,45804,45804,0,3112500,Open,,,,,0,0.0175,,May'25,79.18181818,IF0154-NB,IF0154-FFC,Inventory Underwriting,,,46623,,45796.36111,45797.41319,-1717500
IF0155,GCD2732,Rose Batacan,Malou Alfonso,ACES OF 5 AUTODEAL OPC,45917.66111,750000,750000,750000,750000,0,750000,750000,0,0,No,,,0,0,0,0,0,Yes,Open,,750000,750000,0,750000,750000,0,0,0,0,No,No,,750000,,0,0,0,0,0,,,0,0,Open,Finsso: Open | Netbank: Pending CLA Signature,,,,0,0.0175,,Sep'25,0,IF0155-NB,IF0155-FFC,Regular Onboarding,,,46281,Soon Expiry,45793,45917.66111,0
IF0156,GCD4383,Rhoyland Alagon,Marah Luriely A. Villaruz,ABG AUTO TRADING,45796.425,590000,590000,590000,590000,0,590000,590000,0,0,Yes,Hold,Expired Credit Line,590000,590000,0,590000,590000,No,,,0,0,0,0,0,0,0,0,0,No,No,,590000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0156-NB,,Regular Onboarding,,,46157,Expired Credit Line,45796.36667,45796.425,590000
IF0157,GCD1985,Marlon Llamas,Albert Dalupang,GMN CAR TRADING,,1400000,1000000,0,0,0,0,0,0,0,No,,,0,0,0,0,0,No,,,0,0,0,0,0,0,0,,0,No,No,45885,2100000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Pending CLA Signature,,,,,0.0175,,,0,IF0157-NB,,Inventory Underwriting,,,,,45793,,0
IF0158,GCD1922,Elvira Ladea,Marah Luriely A. Villaruz,H3Z AUTO PARTS AND ACCESSORIES TRADING,45798.63958,2955000,2068000,2955000,2068000,0,2955000,2068000,1,0,Yes,Hold,Expired Credit Line,2955000,2068000,0,2955000,2068000,No,,,0,0,0,0,0,0,0,0,0,No,No,,2955000,,0,0,0,0,0,45861,45861,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0158-NB,,Inventory Underwriting,,,46157,Expired Credit Line,45796.37361,45798.63958,2955000
IF0159,GCD1791,Elvira Ladea,Marah Luriely A. Villaruz,RL CAR TRADING,45800.58056,670000,670000,670000,670000,0,670000,670000,0,0,Yes,Hold,Expired Credit Line,670000,670000,0,670000,670000,No,,,0,0,0,0,0,0,0,0,0,No,No,,670000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0159-NB,,Regular Onboarding,,,46163,Expired Credit Line,45799.60069,45800.58056,670000
IF0160,GCD4385,Ricmar Magboo,Albert Dalupang,RISING AUTO TRADING,45800.54792,2600000,1830000,2600000,2600000,3499027,-899027,-899027,1,7,Yes,Hold,Maturity DPD,2600000,2600000,2933027,-333027,-333027,Yes,Hold,Maturity DPD,2600000,2600000,566000,2034000,2034000,0,0,0,0,No,No,45891,3900000,,0,0,0,0,4,45806,46134,0,2933027,Blacklisted,Locked by Timestamp,46208.04094,,,0,0.0225,,May'25,82.16666667,IF0160-NB,IF0160-FFC,Inventory Underwriting,,,46318,Soon Expiry,45799.60278,45800.54792,-333027
IF0161,GCD4443,Elvira Ladea,Marah Luriely A. Villaruz,AUTO TRADING 8 CAR'S,45800.57292,1000000,1000000,2250000,2250000,2434028,-184028,-184028,1,7,Yes,Hold,Maturity DPD,2250000,2250000,2434028,-184028,-184028,Yes,Open,,2250000,2250000,0,2250000,2250000,27.37638889,0.1835555556,0,0,No,No,45995,3375000,,0,0,0,0,7,45803,45803,0,2084000,Open,Finsso: Open | Netbank: Expired CL,,,,0,0.0175,,May'25,45.9109127,IF0161-NB,IF0161-FFC,Inventory Underwriting,2,2,46275,Soon Expiry,45799.60556,45800.57292,-184028
IF0162,GCD3939,Elvira Ladea,Marah Luriely A. Villaruz,2'G AUTO TRADING,45800.68472,1600000,1100000,1600000,1100000,0,1600000,1100000,0,0,Yes,Hold,Expired Credit Line,1600000,1100000,0,1600000,1100000,No,,,0,0,0,0,0,0,0,0,0,No,No,,1600000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0162-NB,,Regular Onboarding,,,46163,Expired Credit Line,45799.60694,45800.68472,1600000
IF0163,GCD4433,Elvira Ladea,Marah Luriely A. Villaruz,RONEL CAR TRADING,45803.64375,400000,400000,400000,400000,0,400000,400000,1,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,45855,45880,0,0,Hold,Finsso: Pending CLA Signature | Netbank: Expired CL,,,,0,0.0175,,May'25,0,IF0163-NB,IF0163-FFC,Express Onboarding,,,46167,Expired Credit Line,45803.64375,45803.64375,400000
IF0164,GCD1869,Elvira Ladea,Marah Luriely A. Villaruz,ALOHACARSPH AUTO TRADING,45804.49722,2480000,1730000,2480000,1730000,0,2480000,1730000,1,0,Yes,Blacklisted,Multiple DPD / HIstory of Repossession,2480000,1730000,0,2480000,1730000,No,,,0,0,0,0,0,0,0,0,0,No,No,,2480000,,0,0,0,0,0,45827,45827,0,0,Blacklisted,Manual,45944,,,0,0.0175,,May'25,0,IF0164-NB,,Inventory Underwriting,,,46167,Expired Credit Line,45803.64653,45804.49722,2480000
IF0165,GCD3905,Zhesa Resurrecion,Albert Dalupang,VIN CAR TRADING,45812.87083,585000,585000,877500,877500,1363000,-485500,-485500,1,5,Yes,Hold,Maturity DPD,877500,877500,1363000,-485500,-485500,Yes,Open,,877500,877500,0,877500,877500,0,0,0,0,No,No,46350,1316250,,0,0,0,0,5,45852,45852,0,1363000,Open,,,,,0,0.0175,,Jun'25,85.33333333,IF0165-NB,IF0165-FFC,Inventory Underwriting,,,46622,,45812.64236,45812.87083,-485500
IF0166,GCD4271,Elvira Ladea,Marah Luriely A. Villaruz,CENTENO-SANTOS-MOTORS AUTO TRADING,45968.58889,400000,400000,400000,400000,0,400000,400000,0,0,Yes,Hold,Expired Credit Line,400000,400000,0,400000,400000,No,,,0,0,0,0,0,0,0,0,0,No,No,,400000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Expired CL,,,,0,0.0175,Ugeagi Family,Nov'25,0,IF0166-NB,,Express Onboarding,,,46175,Expired Credit Line,45812,45968.58889,400000
IF0167,GCD3354,Myrnalyn Bankingkito,Malou Alfonso,PERFECTCARS CAR AGENT SERVICES,,400000,400000,0,0,0,0,0,0,0,No,,,0,0,0,0,0,No,,,0,0,0,0,0,0,0,,0,No,No,45903,600000,,0,0,0,0,0,,,0,0,Hold,Finsso: Pending CL | Netbank: Pending CLA Signature,,,,,0.0175,,,0,IF0167-NB,,Express Onboarding,,,,,45811,,0
IF0168,GCD2366,Ricmar Magboo,Albert Dalupang,LIPA CAR CARE CENTER,45810,400000,400000,400000,400000,336000,64000,64000,1,1,Yes,Hold,Maturity DPD,400000,400000,336000,64000,64000,Yes,Open,,400000,400000,0,400000,400000,0,0,0,0,No,No,,400000,,0,0,0,0,0,45810,46028,0,336000,Open,Finsso: Open | Netbank: Expired CL,,,,0,0.0175,,Jun'25,0,IF0168-NB,IF0168-FFC,Express Onboarding,,,46301,Soon Expiry,45810.66042,45810,64000
IF0169,GCD4434,Ricmar Magboo,Albert Dalupang,BABY J CAR AGENT SERVICES,45812.97083,1000000,1000000,1000000,1000000,0,1000000,1000000,1,0,Yes,Blacklisted,Multiple DPD / HIstory of Repossession,1000000,1000000,0,1000000,1000000,Yes,Open,Multiple DPD / HIstory of Repossession,1000000,1000000,0,1000000,1000000,0,0,0,0,No,No,,1000000,,0,0,0,0,0,45819,45925,0,0,Blacklisted,Manual,46006,,,0,0.02,,Jun'25,0,IF0169-NB,IF0169-FFC,Inventory Underwriting,,,46289,Soon Expiry,45812.63958,45812.97083,1000000
IF0170,GCD3521,Rose Batacan,Malou Alfonso,VINE CAR TRADING,45811.69375,800000,800000,1200000,1200000,0,1200000,1200000,1,0,Yes,Hold,Multiple DPD / HIstory of Repossession,1200000,1200000,0,1200000,1200000,Yes,Open,Multiple DPD / HIstory of Repossession,1200000,1200000,0,1200000,1200000,0,0,0,0,No,No,45959,1800000,,0,0,0,0,0,45812,45968,0,0,Open,Finsso: Open | Netbank: Expired CL,,,,0,0.0175,Vine-Bountiful,Jun'25,0,IF0170-NB,IF0170-FFC,Regular Onboarding,,,46289,Soon Expiry,45811.67222,45811.69375,1200000
IF0171,GCD3557,Rose Batacan,Malou Alfonso,BOUNTIFUL GRACE CAR TRADING,45817.92153,1250000,880000,1250000,880000,420000,830000,460000,1,1,Yes,Hold,Multiple DPD / HIstory of Repossession,1250000,880000,420000,830000,460000,Yes,Open,Multiple DPD / HIstory of Repossession,1250000,880000,0,1250000,880000,0,0,0,0,No,No,,1250000,,0,0,0,0,0,45824,45985,0,420000,Blacklisted,15 DPD,46076,,,0,0.0275,Vine-Bountiful,Jun'25,0,IF0171-NB,IF0171-FFC,Regular Onboarding,,,46296,Soon Expiry,45817.81597,45817.92153,830000
